GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    4960 2023  7  7  5 24 15 605  3.6751    148.91519   1484.41983   1038.17184    -23.74131     22.82252     -0.87123    166.6    172.6      8.2     -2.5    467.6     41.4     91.8     93.1   1.72674   0.39468  29.86628
    4961 2023  7  7  5 24 19 281  3.6751    148.90419   1484.46036   1038.16745    -23.74071     22.84861     -0.87149    166.6    172.6      8.2     -2.4    466.7     41.4     91.8     93.1   1.72647   0.39468  29.85952
    4962 2023  7  7  5 24 22 956  3.6750    148.89309   1484.49971   1038.16304    -23.74009     22.87519     -0.87186    166.6    172.6      8.3     -2.3    465.8     41.3     91.8     93.1   1.72621   0.39468  29.86177
    4963 2023  7  7  5 24 26 630  3.6749    148.88198   1484.53786   1038.15861    -23.73945     22.90214     -0.87212    166.6    172.6      8.3     -2.2    464.9     41.3     91.8     93.1   1.72594   0.39468  29.85500
    4964 2023  7  7  5 24 30 305  3.6748    148.87091   1484.57469   1038.15416    -23.73879     22.92936     -0.87239    166.6    172.6      8.4     -2.1    464.1     41.3     91.8     93.1   1.72567   0.39468  29.85727
    4965 2023  7  7  5 24 33 980  3.6747    148.85980   1484.61032   1038.14968    -23.73811     22.95678     -0.87262    166.6    172.6      8.4     -2.0    463.2     41.3     91.8     93.1   1.72540   0.39468  29.85051
    4966 2023  7  7  5 24 37 655  3.6747    148.84852   1484.64496   1038.14518    -23.73741     22.98432     -0.87291    166.6    172.6      8.5     -1.9    462.3     41.3     91.8     93.1   1.72514   0.39468  29.85277
    4967 2023  7  7  5 24 41 329  3.6746    148.83699   1484.67872   1038.14065    -23.73670     23.01193     -0.87315    166.6    172.6      8.5     -1.8    461.4     41.3     91.8     93.1   1.72487   0.39468  29.84602
    4968 2023  7  7  5 24 45   4  3.6745    148.82530   1484.71169   1038.13609    -23.73597     23.03954     -0.87349    166.6    172.6      8.6     -1.7    460.5     41.3     91.8     93.1   1.72460   0.39468  29.84830
    4969 2023  7  7  5 24 48 678  3.6744    148.81362   1484.74389   1038.13150    -23.73523     23.06710     -0.87364    166.6    172.6      8.7     -1.6    459.6     41.2     91.8     93.1   1.72434   0.39468  29.84155
    4970 2023  7  7  5 24 52 353  3.6743    148.80218   1484.77532   1038.12689    -23.73447     23.09455     -0.87381    166.6    172.6      8.7     -1.5    458.7     41.2     91.8     93.1   1.72407   0.39468  29.84384
    4971 2023  7  7  5 24 56  27  3.6743    148.79104   1484.80601   1038.12224    -23.73370     23.12185     -0.87394    166.6    172.6      8.8     -1.4    457.8     41.2     91.8     93.1   1.72380   0.39468  29.83710
    4972 2023  7  7  5 24 59 701  3.6742    148.78006   1484.83603   1038.11756    -23.73292     23.14894     -0.87411    166.6    172.6      8.8     -1.2    457.0     41.2     91.8     93.1   1.72353   0.39468  29.83940
    4973 2023  7  7  5 25  3 375  3.6741    148.76898   1484.86543   1038.11285    -23.73213     23.17578     -0.87434    166.6    172.6      8.7     -1.3    457.5     41.2     91.8     93.1   1.72327   0.39468  29.83267
    4974 2023  7  7  5 25  7  49  3.6740    148.75759   1484.89423   1038.10812    -23.73134     23.20231     -0.87451    166.6    172.6      8.6     -1.4    458.2     41.1     91.8     93.1   1.72300   0.39468  29.83498
    4975 2023  7  7  5 25 10 723  3.6739    148.74595   1484.92366   1038.10236    -23.73053     23.23277     -0.87484    166.6    172.6      8.6     -1.5    458.9     41.1     91.8     93.1   1.72273   0.39468  29.82826
    4976 2023  7  7  5 25 14 397  3.6739    148.73425   1484.95251   1038.09612    -23.72972     23.26468     -0.87521    166.6    172.6      8.5     -1.6    459.6     41.1     91.8     93.1   1.72247   0.39468  29.83058
    4977 2023  7  7  5 25 18  71  3.6738    148.72264   1484.98086   1038.08968    -23.72890     23.29630     -0.87553    166.6    172.6      8.4     -1.6    460.3     41.1     91.8     93.1   1.72220   0.39468  29.82388
    4978 2023  7  7  5 25 21 744  3.6737    148.71152   1485.00870   1038.08311    -23.72809     23.32649     -0.87579    166.6    172.6      8.3     -1.7    461.0     41.0     91.8     93.1   1.72193   0.39468  29.82621
    4979 2023  7  7  5 25 25 418  3.6736    148.70084   1485.03599   1038.07644    -23.72727     23.35449     -0.87628    166.6    172.6      8.2     -1.8    461.7     41.0     91.8     93.1   1.72166   0.39468  29.81951
    4980 2023  7  7  5 25 29  92  3.6736    148.69020   1485.06299   1038.06968    -23.72645     23.37985     -0.87668    166.6    172.6      8.1     -1.9    462.4     41.0     91.8     93.1   1.72140   0.39468  29.82185
    4981 2023  7  7  5 25 32 765  3.6735    148.67943   1485.08990   1038.06284    -23.72562     23.40238     -0.87710    166.6    172.6      8.0     -2.0    463.1     40.9     91.8     93.1   1.72113   0.39468  29.81517
    4982 2023  7  7  5 25 36 439  3.6734    148.66855   1485.11678   1038.05594    -23.72480     23.42204     -0.87759    166.6    172.6      8.0     -2.1    463.8     40.9     91.8     93.1   1.72086   0.39468  29.81752
    4983 2023  7  7  5 25 40 112  3.6733    148.65743   1485.14366   1038.04897    -23.72397     23.43883     -0.87819    166.6    172.6      7.9     -2.1    464.5     40.9     91.8     93.1   1.72060   0.39468  29.81084
    4984 2023  7  7  5 25 43 785  3.6732    148.64617   1485.17056   1038.04195    -23.72314     23.45281     -0.87873    166.6    172.6      7.8     -2.2    465.3     40.8     91.8     93.1   1.72033   0.39468  29.81321
    4985 2023  7  7  5 25 47 458  3.6732    148.63512   1485.19745   1038.03487    -23.72230     23.46408     -0.87931    166.6    172.6      7.7     -2.3    466.0     40.8     91.8     93.1   1.72006   0.39468  29.80654
    4986 2023  7  7  5 25 51 131  3.6731    148.62443   1485.22438   1038.02774    -23.72146     23.47272     -0.87997    166.6    172.6      7.6     -2.4    466.7     40.8     91.8     93.1   1.71979   0.39468  29.80891
    4987 2023  7  7  5 25 54 804  3.6730    148.61367   1485.25138   1038.02057    -23.72061     23.47885     -0.88060    166.6    172.6      7.5     -2.5    467.4     40.7     91.8     93.1   1.71953   0.39468  29.80226
    4988 2023  7  7  5 25 58 477  3.6729    148.60284   1485.27844   1038.01336    -23.71976     23.48256     -0.88130    166.6    172.6      7.4     -2.5    468.1     40.7     91.8     93.1   1.71926   0.39468  29.80464
    4989 2023  7  7  5 26  2 150  3.6728    148.59201   1485.30556   1038.00611    -23.71889     23.48395     -0.88208    166.6    172.6      7.4     -2.6    468.3     40.7     91.8     93.1   1.71899   0.39468  29.79800
    4990 2023  7  7  5 26  5 823  3.6728    148.58099   1485.33311   1037.99883    -23.71801     23.48313     -0.88295    166.6    172.6      7.4     -2.6    468.1     40.7     90.9     92.2   1.71873   0.39468  29.80037
    4991 2023  7  7  5 26  9 496  3.6727    148.56974   1485.35886   1037.99212    -23.71718     23.47725     -0.88365    166.6    172.6      7.3     -2.6    468.0     40.7     90.9     92.2   1.71846   0.39468  29.79376
    4992 2023  7  7  5 26 13 168  3.6726    148.55858   1485.38438   1037.98566    -23.71635     23.46807     -0.88435    166.6    172.6      7.3     -2.6    467.8     40.7     90.9     92.2   1.71819   0.39468  29.79618
    4993 2023  7  7  5 26 16 841  3.6725    148.54775   1485.40978   1037.97927    -23.71552     23.45660     -0.88504    166.6    172.6      7.3     -2.7    467.7     40.7     90.9     92.2   1.71792   0.39468  29.78957
    4994 2023  7  7  5 26 20 513  3.6724    148.53700   1485.43507   1037.97292    -23.71467     23.44351     -0.88580    166.6    172.6      7.2     -2.7    467.5     40.7     90.9     92.2   1.71766   0.39468  29.79197
    4995 2023  7  7  5 26 24 186  3.6724    148.52633   1485.46024   1037.96660    -23.71381     23.42921     -0.88656    166.6    172.6      7.2     -2.7    467.3     40.7     90.9     92.2   1.71739   0.39468  29.78535
    4996 2023  7  7  5 26 27 858  3.6723    148.51580   1485.48530   1037.96031    -23.71292     23.41397     -0.88719    166.6    172.6      7.2     -2.7    467.2     40.7     90.9     92.2   1.71712   0.39468  29.78775
    4997 2023  7  7  5 26 31 530  3.6722    148.50522   1485.51026   1037.95404    -23.71201     23.39795     -0.88792    166.6    172.6      7.1     -2.7    467.0     40.7     90.9     92.2   1.71686   0.39468  29.78113
    4998 2023  7  7  5 26 35 202  3.6721    148.49431   1485.53513   1037.94779    -23.71109     23.38125     -0.88865    166.6    172.6      7.1     -2.8    466.9     40.7     90.9     92.2   1.71659   0.39468  29.78353
    4999 2023  7  7  5 26 38 874  3.6720    148.48320   1485.55989   1037.94157    -23.71013     23.36391     -0.88937    166.6    172.6      7.1     -2.8    466.7     40.7     90.9     92.2   1.71632   0.39468  29.77691
    5000 2023  7  7  5 26 42 546  3.6720    148.47214   1485.58457   1037.93537    -23.70914     23.34600     -0.89005    166.6    172.6      7.0     -2.8    466.6     40.7     90.9     92.2   1.71606   0.39468  29.77932
    5001 2023  7  7  5 26 46 218  3.6719    148.46130   1485.60919   1037.92918    -23.70811     23.32753     -0.89073    166.6    172.6      7.0     -2.8    466.4     40.7     90.9     92.2   1.71579   0.39468  29.77271
    5002 2023  7  7  5 26 49 890  3.6718    148.45070   1485.63377   1037.92303    -23.70706     23.30854     -0.89137    166.6    172.6      7.0     -2.8    466.3     40.7     90.9     92.2   1.71552   0.39468  29.77513
    5003 2023  7  7  5 26 53 562  3.6717    148.44044   1485.65832   1037.91689    -23.70597     23.28907     -0.89201    166.6    172.6      6.9     -2.8    466.1     40.7     90.9     92.2   1.71525   0.39468  29.76853
    5004 2023  7  7  5 26 57 234  3.6717    148.43042   1485.68286   1037.91078    -23.70483     23.26912     -0.89255    166.6    172.6      6.9     -2.9    466.0     40.7     90.9     92.2   1.71499   0.39468  29.77096
    5005 2023  7  7  5 27  0 905  3.6716    148.42021   1485.70741   1037.90469    -23.70366     23.24873     -0.89316    166.6    172.6      6.9     -2.9    465.7     40.7     90.9     92.2   1.71472   0.39468  29.76437
    5006 2023  7  7  5 27  4 577  3.6716    148.40969   1485.73202   1037.89862    -23.70245     23.22791     -0.89381    166.6    172.6      6.9     -2.9    465.1     40.7     90.9     92.2   1.71445   0.39468  29.76681
    5007 2023  7  7  5 27  8 248  3.6715    148.39889   1485.75538   1037.89262    -23.70120     23.20642     -0.89441    166.6    172.6      6.9     -2.8    464.4     40.8     90.9     92.2   1.71419   0.39468  29.76023
    5008 2023  7  7  5 27 11 920  3.6714    148.38806   1485.77838   1037.88666    -23.69991     23.18428     -0.89499    166.6    172.6      7.0     -2.8    463.8     40.9     90.9     92.2   1.71392   0.39468  29.76268
    5009 2023  7  7  5 27 15 591  3.6713    148.37740   1485.80111   1037.88073    -23.69858     23.16145     -0.89563    166.6    172.6      7.0     -2.8    463.2     41.0     90.9     92.2   1.71365   0.39468  29.75611
    5010 2023  7  7  5 27 19 262  3.6712    148.36703   1485.82393   1037.87482    -23.69721     23.13786     -0.89621    166.6    172.6      7.0     -2.8    462.5     41.0     90.9     92.2   1.71339   0.39468  29.75857
    5011 2023  7  7  5 27 22 933  3.6712    148.35689   1485.84696   1037.86894    -23.69580     23.11346     -0.89677    166.6    172.6      7.0     -2.8    461.9     41.1     90.9     92.2   1.71312   0.39468  29.75201
    5012 2023  7  7  5 27 26 604  3.6711    148.34678   1485.87023   1037.86308    -23.69435     23.08820     -0.89729    166.6    172.6      7.1     -2.7    461.3     41.2     90.9     92.2   1.71285   0.39468  29.75448
    5013 2023  7  7  5 27 30 275  3.6710    148.33639   1485.89374   1037.85723    -23.69287     23.06208     -0.89791    166.6    172.6      7.1     -2.7    460.7     41.2     90.9     92.2   1.71258   0.39468  29.74793
    5014 2023  7  7  5 27 33 946  3.6709    148.32570   1485.91749   1037.85142    -23.69135     23.03508     -0.89842    166.6    172.6      7.1     -2.7    460.0     41.3     90.9     92.2   1.71232   0.39468  29.75042
    5015 2023  7  7  5 27 37 617  3.6709    148.31494   1485.94149   1037.84561    -23.68979     23.00723     -0.89894    166.6    172.6      7.2     -2.7    459.4     41.4     90.9     92.2   1.71205   0.39468  29.74388
    5016 2023  7  7  5 27 41 288  3.6708    148.30442   1485.96578   1037.83983    -23.68820     22.97855     -0.89941    166.6    172.6      7.2     -2.7    458.8     41.5     90.9     92.2   1.71178   0.39468  29.74637
    5017 2023  7  7  5 27 44 959  3.6707    148.29415   1485.99033   1037.83407    -23.68658     22.94907     -0.89991    166.6    172.6      7.2     -2.6    458.1     41.5     90.9     92.2   1.71152   0.39468  29.73984
    5018 2023  7  7  5 27 48 629  3.6706    148.28387   1486.01515   1037.82832    -23.68493     22.91882     -0.90041    166.6    172.6      7.3     -2.6    457.5     41.6     90.9     92.2   1.71125   0.39468  29.74235
    5019 2023  7  7  5 27 52 300  3.6705    148.27307   1486.04034   1037.82258    -23.68326     22.88783     -0.90092    166.6    172.6      7.3     -2.6    456.9     41.7     90.9     92.2   1.71098   0.39468  29.73583
    5020 2023  7  7  5 27 55 970  3.6705    148.26199   1486.06593   1037.81687    -23.68155     22.85614     -0.90136    166.6    172.6      7.3     -2.6    456.3     41.8     90.9     92.2   1.71072   0.39468  29.73834
    5021 2023  7  7  5 27 59 641  3.6704    148.25077   1486.09195   1037.81116    -23.67982     22.82378     -0.90180    166.6    172.6      7.3     -2.6    455.6     41.8     90.9     92.2   1.71045   0.39468  29.73183
    5022 2023  7  7  5 28  3 311  3.6703    148.23950   1486.11841   1037.80547    -23.67807     22.79080     -0.90220    166.6    172.6      7.4     -2.6    455.6     41.9     90.9     92.2   1.71018   0.39468  29.73436
    5023 2023  7  7  5 28  6 981  3.6702    148.22851   1486.14561   1037.79980    -23.67630     22.75723     -0.90266    166.6    172.6      7.4     -2.6    455.6     42.0     94.0     96.4   1.70991   0.39468  29.72784
    5024 2023  7  7  5 28 10 651  3.6702    148.21780   1486.17481   1037.79396    -23.67457     22.72586     -0.90308    166.6    172.6      7.4     -2.6    455.6     42.0     94.0     96.4   1.70965   0.39468  29.73040
    5025 2023  7  7  5 28 14 321  3.6701    148.20679   1486.20485   1037.78806    -23.67283     22.69527     -0.90350    166.6    172.6      7.4     -2.6    455.6     42.1     94.0     96.4   1.70938   0.39468  29.72394
    5026 2023  7  7  5 28 17 991  3.6700    148.19538   1486.23559   1037.78213    -23.67108     22.66472     -0.90378    166.6    172.6      7.4     -2.6    455.6     42.1     94.0     96.4   1.70911   0.39468  29.72649
    5027 2023  7  7  5 28 21 661  3.6699    148.18393   1486.26701   1037.77620    -23.66934     22.63378     -0.90425    166.6    172.6      7.4     -2.6    455.6     42.2     94.0     96.4   1.70885   0.39468  29.72001
    5028 2023  7  7  5 28 25 331  3.6698    148.17231   1486.29911   1037.77028    -23.66759     22.60218     -0.90466    166.6    172.6      7.4     -2.7    455.6     42.3     94.0     96.4   1.70858   0.39468  29.72254
    5029 2023  7  7  5 28 29   1  3.6698    148.16063   1486.33189   1037.76434    -23.66584     22.56980     -0.90506    166.6    172.6      7.4     -2.7    455.6     42.3     94.0     96.4   1.70831   0.39468  29.71606
    5030 2023  7  7  5 28 32 671  3.6697    148.14940   1486.36534   1037.75842    -23.66408     22.53663     -0.90546    166.6    172.6      7.4     -2.7    455.6     42.4     94.0     96.4   1.70805   0.39468  29.71859
    5031 2023  7  7  5 28 36 340  3.6696    148.13863   1486.39949   1037.75249    -23.66232     22.50269     -0.90585    166.6    172.6      7.4     -2.7    455.6     42.4     94.0     96.4   1.70778   0.39468  29.71211
    5032 2023  7  7  5 28 40  10  3.6695    148.12776   1486.43431   1037.74657    -23.66057     22.46805     -0.90619    166.6    172.6      7.4     -2.7    455.6     42.5     94.0     96.4   1.70751   0.39468  29.71465
    5033 2023  7  7  5 28 43 679  3.6694    148.11645   1486.46978   1037.74065    -23.65881     22.43276     -0.90656    166.6    172.6      7.4     -2.7    455.6     42.6     94.0     96.4   1.70725   0.39468  29.70817
    5034 2023  7  7  5 28 47 349  3.6694    148.10503   1486.50590   1037.73473    -23.65704     22.39689     -0.90698    166.6    172.6      7.4     -2.7    455.6     42.6     94.0     96.4   1.70698   0.39468  29.71073
    5035 2023  7  7  5 28 51  18  3.6694    148.09303   1486.54264   1037.72882    -23.65528     22.36052     -0.90734    166.6    172.6      7.4     -2.7    455.6     42.7     94.0     96.4   1.70671   0.39468  29.70426
    5036 2023  7  7  5 28 54 687  3.6693    148.08092   1486.58000   1037.72291    -23.65351     22.32373     -0.90771    166.6    172.6      7.5     -2.7    455.6     42.7     94.0     96.4   1.70645   0.39468  29.70682
